Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Germany,GDP Constant Prices,2020-12-31T00:00:00,883.426,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2021-03-31T00:00:00,873.595,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2021-06-30T00:00:00,895.845,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2021-09-30T00:00:00,896.19,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2021-12-31T00:00:00,901.709,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2022-03-31T00:00:00,903.348,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2022-06-30T00:00:00,903.175,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2022-09-30T00:00:00,908.522,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2022-12-31T00:00:00,903.865,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2023-03-31T00:00:00,905.18,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2023-06-30T00:00:00,903.8,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2023-09-30T00:00:00,905.525,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2023-12-31T00:00:00,902.162,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2024-03-31T00:00:00,904.232,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2024-06-30T00:00:00,903.628,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
