trial,model,rmse,mae,r2,hidden_size,num_layers,sequence_length,batch_size,learning_rate,epochs
65,LSTM_AA,551.509765625,421.6883544921875,0.8910929560661316,213,1,4,64,0.0007005598745019,72
66,LSTM_AA,934.3063354492188,811.3232421875,0.687443733215332,214,1,4,64,0.0005202010107287,54
67,LSTM_AA,776.6427001953125,603.7764282226562,0.7840306758880615,226,1,4,128,0.0007352454485392,72
68,LSTM_AA,792.3880615234375,658.6976928710938,0.7751849293708801,207,1,4,256,0.0024530376527987,30
69,LSTM_AA,1405.806884765625,1125.4154052734375,0.2923786640167236,185,2,4,32,0.0017459608835134,88
70,LSTM_AA,489.55078125,378.4278259277344,0.9141885638237,258,1,4,64,0.0001853201738412,80
71,LSTM_AA,422.9158020019531,313.48834228515625,0.9359591007232666,256,1,4,64,0.0001816478286855,81
72,LSTM_AA,485.5299987792969,353.388427734375,0.91559237241745,258,3,4,64,0.0001999797246289,82
73,LSTM_AA,912.932373046875,713.355224609375,0.7015807628631592,261,3,4,64,0.0001788736464426,82
74,LSTM_AA,539.5103149414062,418.9044494628906,0.8957804441452026,246,3,4,64,0.0001130727111457,75
75,LSTM_AA,563.6824340820312,446.69873046875,0.8862323760986328,251,3,4,64,0.0001293886659185,63
76,LSTM_AA,755.09912109375,557.5181884765625,0.795846164226532,282,3,4,64,0.0001057736470113,75
77,LSTM_AA,594.4492797851562,469.173095703125,0.8734741806983948,231,3,4,64,0.0002514304155269,84
78,LSTM_AA,479.281005859375,367.8609008789063,0.917751133441925,246,3,4,64,0.0001956469464531,96
79,LSTM_AA,529.065185546875,398.0943603515625,0.8997768759727478,260,3,4,64,0.0001703407558686,93
80,LSTM_AA,1092.3087158203125,814.6585693359375,0.5727909803390503,260,3,4,64,0.0001750363728,97
81,LSTM_AA,1025.1533203125,728.0358276367188,0.623706042766571,245,3,4,64,0.0001273377649685,90
82,LSTM_AA,492.0017700195313,368.6239929199219,0.913327157497406,267,3,4,64,0.0002017017626983,66
83,LSTM_AA,1066.791259765625,835.626220703125,0.5925179719924927,267,3,4,64,0.0001877319496173,58
84,LSTM_AA,462.8657531738281,339.15301513671875,0.923288643360138,285,3,4,64,0.000153666765381,93
85,LSTM_AA,1333.4063720703125,1025.8056640625,0.3633882403373718,288,3,4,64,0.0002739380490742,111
86,LSTM_AA,1215.6324462890625,902.4093017578124,0.4708799719810486,297,3,4,64,0.0001521475616682,102
87,LSTM_AA,669.82568359375,535.8391723632812,0.8393527865409851,255,3,4,64,0.0002214532983479,92
88,LSTM_AA,452.0116271972656,330.33111572265625,0.9268441796302797,277,3,4,64,0.0001214429317407,77
89,LSTM_AA,871.8460083007812,671.1270751953125,0.7243636846542358,278,3,28,64,0.0001627694202695,81
90,LSTM_AA,559.626708984375,434.7319946289063,0.8878636360168457,269,3,4,64,0.0001262641946167,99
91,LSTM_AA,511.4443664550781,390.4687805175781,0.9063416719436646,286,3,4,64,0.0001071127180976,76
92,LSTM_AA,1025.064208984375,801.6603393554688,0.6237714290618896,285,3,4,64,0.000201189371767,85
93,LSTM_AA,628.3444213867188,470.5041809082031,0.8586339354515076,274,3,4,64,0.0001403510771935,67
94,LSTM_AA,727.2150268554688,551.7821044921875,0.8088937997817993,293,3,21,64,0.0002466810467502,93
95,LSTM_AA,1329.00439453125,1051.247802734375,0.3675845861434936,260,3,4,64,0.0003069229673328,80
96,LSTM_AA,515.0780639648438,399.0473937988281,0.9050061106681824,268,3,4,64,0.0001130044712023,77
97,LSTM_AA,503.5223083496094,388.3970031738281,0.9092206954956056,272,3,4,64,0.0001092116717734,73
98,LSTM_AA,815.0533447265625,590.0458984375,0.7611007690429688,282,3,14,64,0.0001001265728777,71
99,LSTM_AA,1102.4697265625,891.2001342773438,0.5648058652877808,293,3,4,64,0.000207622147125,54
0,MLP,1263.36376953125,1085.31494140625,0.4285128712654114,195,2,4,128,0.05602805006789685,32
1,MLP,520.4940795898438,390.71966552734375,0.902840793132782,202,3,7,256,0.00024401717799551011,142
2,MLP,832.7700805664062,663.7874145507812,0.7506020665168762,255,2,14,256,0.004643308021698986,50
3,MLP,622.4506225585938,490.4870910644531,0.8606674671173096,179,2,14,128,0.0002534588691856627,151
4,MLP,3003.698974609375,2620.325927734375,-2.2356765270233154,227,2,7,64,0.09003701374862173,200
5,MLP,1792.142822265625,1485.73095703125,-0.1518542766571045,288,1,7,32,0.004098458714900477,64
6,MLP,693.0592041015625,499.4898376464844,0.8272638320922852,175,1,14,128,0.003004053136969302,70
7,MLP,1044.7806396484375,937.2275390625,0.6085264086723328,220,3,7,32,0.0002409273840857748,91
8,MLP,1018.70556640625,889.4649047851562,0.6268013715744019,114,2,14,64,0.00015534960712467594,86
9,MLP,896.8694458007812,733.5048828125,0.7119896411895752,152,3,4,256,0.002593659372148347,65
10,MLP,626.414794921875,434.89794921875,0.8577078580856323,51,3,28,256,0.0009394829944700622,134
11,MLP,1066.49365234375,782.7987060546875,0.5889774560928345,129,3,21,128,0.0005060852106350065,143
12,MLP,1087.1104736328125,925.2062377929688,0.5714472532272339,193,1,28,256,0.00010902034478918678,162
13,MLP,719.7157592773438,558.9749145507812,0.8128150105476379,75,2,21,128,0.0007783360560235026,180
14,MLP,1450.9075927734375,1363.032958984375,0.24295413494110107,248,3,14,256,0.015240487386951726,118
15,MLP,522.764404296875,411.2442321777344,0.9019913673400879,163,2,7,128,0.0003471538895987288,157
16,MLP,537.837158203125,433.6706237792969,0.8962581753730774,107,2,7,64,0.0004660862125396905,117
17,MLP,712.12646484375,557.2404174804688,0.8181277513504028,147,3,7,32,0.0014011883865470626,173
18,MLP,631.4873657226562,488.8521728515625,0.8569849729537964,297,1,7,256,0.010127255661173036,195
19,MLP,675.195556640625,548.3023681640625,0.8365023732185364,219,2,7,128,0.0003425863367077762,130
20,MLP,403.9985046386719,302.9434509277344,0.9414654970169067,159,3,7,256,0.00010101744280736891,159
21,MLP,771.5863647460938,580.3615112304688,0.78648841381073,157,3,7,256,0.00010002518732867698,160
22,MLP,1033.4144287109375,775.83544921875,0.6169977188110352,198,3,7,256,0.0001872625411017784,174
23,MLP,487.0028076171875,364.4405517578125,0.9149420261383057,126,3,7,256,0.0006120765463837794,110
24,MLP,619.1402587890625,456.43310546875,0.8625229001045227,94,3,7,256,0.0014437957482863278,106
25,MLP,1053.6749267578125,755.400146484375,0.597403347492218,131,3,28,256,0.0001710300857553053,126
26,MLP,559.9007568359375,448.6021728515625,0.8877537846565247,140,3,4,256,0.0005759106054204954,91
27,MLP,625.9530639648438,455.20916748046875,0.8584100008010864,88,3,21,256,0.00010057487561081542,141
28,MLP,751.7877197265625,609.4131469726562,0.7973051071166992,125,3,7,256,0.0008852015555396391,117
29,MLP,646.919921875,535.072998046875,0.8501521348953247,190,3,4,256,0.001658094540512136,30
30,MLP,1120.10791015625,921.1530151367188,0.5500420331954956,167,3,7,32,0.00038380429429124183,17
31,MLP,740.6563720703125,614.876220703125,0.8032631278038025,204,2,7,128,0.00026033706810459843,158
32,MLP,735.099853515625,613.9429931640625,0.8062039613723755,165,2,7,128,0.0003267660327011684,187
33,MLP,699.71484375,582.4592895507812,0.8244121670722961,244,2,7,64,0.0001530415695722913,148
34,MLP,693.207763671875,564.1983032226562,0.8276627659797668,172,2,7,256,0.0006870239356477849,102
35,MLP,678.0282592773438,552.1113891601562,0.8351276516914368,211,2,7,128,0.00022207706145109925,168
36,MLP,1449.7060546875,1123.720703125,0.24627619981765747,233,3,7,256,0.007681837418499602,150
37,MLP,569.8109130859375,440.05609130859375,0.8826695680618286,181,1,21,128,0.00013273163658789877,136
38,MLP,461.97198486328125,345.9335632324219,0.9232507944107056,278,3,14,64,0.026259282887583935,154
39,MLP,586.4226684570312,461.60772705078125,0.8763300776481628,270,3,14,64,0.04766299490212222,105
40,MLP,917.4982299804688,517.3434448242188,0.6972716450691223,273,3,14,64,0.02246807547944771,81
41,MLP,3171.60595703125,2804.74169921875,-2.6174378395080566,266,3,14,64,0.09119749555761862,184
42,MLP,3765.05419921875,3419.45068359375,-4.097827911376953,113,3,14,32,0.05650399629822833,155
43,MLP,1331.9442138671875,1077.819091796875,0.35667717456817627,139,3,28,64,0.005607962065274735,167
44,MLP,631.0672607421875,517.693359375,0.8574061393737793,184,2,4,64,0.0002587145264662941,145
45,MLP,969.0396118164062,711.8421630859375,0.662304162979126,154,3,14,256,0.0024287660300848835,55
46,MLP,481.8604431152344,337.21527099609375,0.9167287945747375,283,2,7,128,0.0011105138849551606,128
47,MLP,578.8197021484375,460.204833984375,0.8798457980155945,283,1,7,256,0.002002474337767101,128
48,MLP,1399.4859619140625,1076.470458984375,0.2897782325744629,258,3,28,32,0.001140979326339003,139
49,MLP,981.8171997070312,720.090576171875,0.6533398628234863,294,3,14,64,0.003182006486584078,122
50,MLP,739.3632202148438,618.4697875976562,0.8039495348930359,283,1,7,128,0.0006300015680053357,114
51,MLP,642.216552734375,509.14691162109375,0.8520839810371399,235,2,7,128,0.00045504157779431635,154
52,MLP,668.2559204101562,523.0973510742188,0.8398459553718567,120,2,7,128,0.0010663090273691535,133
53,MLP,681.38916015625,553.1426391601562,0.8334890604019165,142,2,7,128,0.000319882848568431,166
54,MLP,709.3141479492188,577.1409301757812,0.8195613622665405,159,2,7,128,0.00020150034211118242,95
55,MLP,739.1476440429688,551.2554931640625,0.8025707602500916,102,2,21,256,0.00013309314344769172,176
56,MLP,749.9794311523438,615.5712890625,0.7982790470123291,62,2,7,256,0.0004480110814599971,111
57,MLP,1441.285888671875,1324.03466796875,0.2550063729286194,257,3,7,128,0.015298411764679873,144
58,MLP,457.5541076660156,342.8017578125,0.9250391721725464,132,3,4,256,0.0007607903266994111,78
59,MLP,782.0339965820312,607.0065307617188,0.7810218334197998,300,3,4,256,0.004144582946858743,82
60,MLP,651.2644653320312,493.7534484863281,0.8481326699256897,127,3,4,256,0.0008728530979409484,71
61,MLP,479.0213928222656,368.88958740234375,0.9178401827812195,148,3,4,256,0.0005505709982864724,125
62,MLP,713.2353515625,536.9025268554688,0.8178557753562927,148,3,4,256,0.000712804841598988,124
63,MLP,592.5217895507812,454.5093688964844,0.874293327331543,136,3,4,256,0.0011850047593840016,96
64,MLP,545.918701171875,436.2483825683594,0.8932899236679077,117,3,4,256,0.0005463751298647978,110
65,MLP,801.8685913085938,620.489501953125,0.7697731256484985,103,3,4,256,0.0016760126150763316,132
66,MLP,550.6416015625,431.1178894042969,0.8914355635643005,91,3,4,256,0.0002898713618717545,72
67,MLP,947.8248291015625,732.0108642578125,0.6783335208892822,174,3,4,256,0.0004208004887278788,45
68,MLP,797.8868408203125,576.2703247070312,0.7691448926925659,134,3,28,256,0.0007656793879310595,118
69,MLP,1176.4007568359375,1033.4334716796875,0.5023164749145508,151,3,14,32,0.0005488359488338873,150
70,MLP,628.7661743164062,437.8794250488281,0.8571344614028931,221,3,21,256,0.03284540472250609,138
71,MLP,565.9675903320312,455.2610168457031,0.8851224184036255,166,2,7,128,0.00021354161229504185,156
72,MLP,444.806396484375,334.9237365722656,0.929043173789978,158,3,7,64,0.0003933306947100218,161
73,MLP,703.293701171875,578.089599609375,0.822611391544342,158,3,7,64,0.00014525469765760932,100
74,MLP,735.92626953125,551.507568359375,0.8057679533958435,187,3,7,64,0.0009552168042234596,125
75,MLP,1046.8380126953125,882.5421142578125,0.6069830656051636,200,3,7,64,0.0003705275897434378,162
76,MLP,606.7796630859375,494.8294372558594,0.8681707978248596,147,3,4,64,0.0012803089630353572,146
77,MLP,978.5594482421875,733.5162963867188,0.6565791368484497,122,3,7,256,0.00017878623131573605,196
78,MLP,1021.5284423828125,909.5197143554688,0.6247302293777466,248,3,14,64,0.0001215159848474722,162
79,MLP,759.7647705078125,645.318115234375,0.7929807901382446,175,3,7,256,0.00028246176238899505,174
80,MLP,482.94354248046875,368.1402893066406,0.9164892435073853,82,3,4,256,0.0006102080456221816,139
81,MLP,776.324462890625,620.2185668945312,0.7842076420783997,77,3,4,256,0.0006078466168058445,140
82,MLP,518.6429443359375,405.11676025390625,0.9036866426467896,58,3,4,256,0.0007758456805429115,121
83,MLP,707.9730224609375,595.4085083007812,0.8205336332321167,51,3,4,256,0.0016331595391355755,120
84,MLP,477.7685546875,367.684814453125,0.9182693958282471,66,3,4,256,0.0008363437586620044,129
85,MLP,546.5546875,414.58209228515625,0.8930411338806152,73,3,4,256,0.0009383479678649118,134
86,MLP,488.8699951171875,382.93701171875,0.9144271016120911,84,3,4,64,0.0005427581914005965,130
87,MLP,1050.177490234375,764.5419921875,0.6051110029220581,131,3,4,256,0.0020999326090246294,151
88,MLP,519.5432739257812,393.1558837890625,0.9033519625663757,109,3,4,32,0.0006788234890771519,110
89,MLP,771.0018920898438,549.9991455078125,0.7844402194023132,97,3,28,256,0.00038354134142444497,169
90,MLP,768.4868774414062,598.5101318359375,0.7876190543174744,65,3,14,64,0.0010193817148099792,127
91,MLP,444.4062805175781,331.7057189941406,0.9292852878570557,78,3,4,64,0.0005058705809834016,128
92,MLP,587.520263671875,465.94573974609375,0.8764066100120544,83,3,4,64,0.0005120909297527243,142
93,MLP,872.7218627929688,758.3058471679688,0.7272898554801941,69,3,4,64,0.0008170143195193976,115
94,MLP,569.2289428710938,456.3370056152344,0.8839824795722961,144,3,4,64,0.0004782342413619839,136
95,MLP,656.8071899414062,483.00799560546875,0.8455366492271423,80,3,4,64,0.0014296863330045906,104
96,MLP,682.5382080078125,509.7321472167969,0.8316539525985718,287,3,21,256,0.0006135089602173225,129
97,MLP,649.3333129882812,507.61431884765625,0.8490319848060608,56,3,4,256,0.0030000105088614755,153
98,MLP,1715.2850341796875,1584.129638671875,-0.05347013473510742,160,3,4,64,0.007822901492630133,146
99,MLP,644.8903198242188,471.72344970703125,0.8504403829574585,168,3,14,256,0.00040694868731999434,159
